"nom","matchs","dob","pob","city","no","decade","first_selection","last_selection","premiere_selection","derniere_selection","points","url","birth_info","first","last","lat","long"
"Pierre Rabadan",2,"1980-07-03","Aix-en-Provence (France)","Aix-en-Provence",936,2000-01-01,2004-07-03,2004-07-10,"le 3 juillet 2004 contre les États-Unis","le 10 juillet 2004 contre le Canada",0,"https://fr.wikipedia.org//wiki/Pierre_Rabadan","Naissance	3 juillet 1980
à Aix-en-Provence (France)	","3 juillet 2004","10 juillet 2004",43.5298424,5.4474738
"Philippe Bidabé",2,"1978-01-13","Bayonne (France)","Bayonne",937,2000-01-01,2004-07-10,2006-06-17,"le 10 juillet 2004 contre le Canada","le 17 juin 2006 contre la Roumanie",0,"https://fr.wikipedia.org//wiki/Philippe_Bidab%C3%A9","Naissance	13 janvier 1978
à Bayonne (France)	","10 juillet 2004","17 juin 2006",43.4945144,-1.4736657
"Bernard Goutta",1,"1972-09-28","Perpignan (France)","Perpignan",938,2000-01-01,2004-07-10,2004-07-10,"le 10 juillet 2004 contre le Canada","le 10 juillet 2004 contre le Canada",5,"https://fr.wikipedia.org//wiki/Bernard_Goutta","Naissance	28 septembre 1972
à Perpignan (France)	","10 juillet 2004","10 juillet 2004",42.6985304,2.8953121
"Ludovic Loustau",1,"1973-08-15","Talence (France)","Talence",939,2000-01-01,2004-07-10,2004-07-10,"le 10 juillet 2004 contre le Canada","le 10 juillet 2004 contre le Canada",0,"https://fr.wikipedia.org//wiki/Ludovic_Loustau","Naissance	15 août 1973
à Talence (France)	","10 juillet 2004","10 juillet 2004",44.8088438,-0.5879629
"Dimitri Szarzewski",83,"1983-01-26","Narbonne (France)","Narbonne",940,2000-01-01,2004-07-10,2015-10-17,"le 10 juillet 2004 contre le Canada","le 17 octobre 2015 contre la Nouvelle-Zélande",35,"https://fr.wikipedia.org//wiki/Dimitri_Szarzewski","Naissance	26 janvier 1983
à Narbonne (France)	","10 juillet 2004","17 octobre 2015",43.1837757,3.0041906
"Grégory Lamboley",14,"1982-01-12","Paris (France)","Paris",941,2000-01-01,2005-02-05,2010-06-26,"le 5 février 2005 contre l'Écosse","le 26 juin 2010 contre l'Argentine",5,"https://fr.wikipedia.org//wiki/Gr%C3%A9gory_Lamboley","Naissance	12 janvier 1982
à Paris (France)	","5 février 2005","26 juin 2010",48.8534951,2.3483915
"Jean-Philippe Grandclaude",3,"1982-08-04","Fréjus (France)","Fréjus",942,2000-01-01,2005-02-13,2007-06-02,"le 13 février 2005 contre l'Angleterre","le 2 juin 2007 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Jean-Philippe_Grandclaude","Naissance	4 août 1982
à Fréjus (France)	","13 février 2005","2 juin 2007",43.4330308,6.7360182
"Julien Laharrague",12,"1978-07-29","Tarbes (France)","Tarbes",943,2000-01-01,2005-02-26,2007-06-09,"le 26 février 2005 contre le pays de Galles","le 9 juin 2007 contre la Nouvelle-Zélande",20,"https://fr.wikipedia.org//wiki/Julien_Laharrague","Naissance	29 juillet 1978
à Tarbes (France)	","26 février 2005","9 juin 2007",43.232858,0.0781021
"Benoît Baby",9,"1983-09-07","Lavelanet (France)","Lavelanet",944,2000-01-01,2005-03-12,2009-02-27,"le 12 mars 2005 contre l'Irlande","le 27 février 2009 contre le pays de Galles",8,"https://fr.wikipedia.org//wiki/Beno%C3%AEt_Baby","Naissance	7 septembre 1983
à Lavelanet (France)	","12 mars 2005","27 février 2009",42.9332121,1.8487179
"David Marty",37,"1982-10-30","Perpignan (France)","Perpignan",945,2000-01-01,2005-03-19,2011-10-08,"le 19 mars 2005 contre l'Italie","le 8 octobre 2011 contre l'Angleterre",55,"https://fr.wikipedia.org//wiki/David_Marty","Naissance	30 octobre 1982
à Perpignan (France)	","19 mars 2005","8 octobre 2011",42.6985304,2.8953121
"Julien Candelon",2,"1980-07-08","Agen (France)","Agen",946,2000-01-01,2005-06-18,2005-07-02,"le 18 juin 2005 contre l'Afrique du Sud","le 2 juillet 2005 contre l'Australie",10,"https://fr.wikipedia.org//wiki/Julien_Candelon","Naissance	8 juillet 1980
à Agen (France)	","18 juin 2005","2 juillet 2005",44.2015827,0.6176112
"Florian Fritz",34,"1984-01-17","Sens (France)","Sens",947,2000-01-01,2005-06-18,2013-11-23,"le 18 juin 2005 contre l'Afrique du Sud","le 23 novembre 2013 contre l'Afrique du Sud",24,"https://fr.wikipedia.org//wiki/Florian_Fritz","Naissance	17 janvier 1984
à Sens (France)	","18 juin 2005","23 novembre 2013",48.1978559,3.282606
"Romain Millo-Chluski",18,"1983-04-20","Ris-Orangis (France)","Ris-Orangis",948,2000-01-01,2005-06-18,2011-09-18,"le 18 juin 2005 contre l'Afrique du Sud","le 18 septembre 2011 contre le Canada",0,"https://fr.wikipedia.org//wiki/Romain_Millo-Chluski","Naissance	20 avril 1983
à Ris-Orangis (France)	","18 juin 2005","18 septembre 2011",48.6538754,2.4151151
"Denis Avril",1,"1972-10-31","Thouars (France)","Thouars",949,2000-01-01,2005-07-02,2005-07-02,"le 2 juillet 2005 contre l'Australie","le 2 juillet 2005 contre l'Australie",0,"https://fr.wikipedia.org//wiki/Denis_Avril","Naissance	31 octobre 1972
à Thouars (France)	","2 juillet 2005","2 juillet 2005",46.98320275,-0.205789355287401
"Guillaume Boussès",1,"1981-10-12","Toulouse (France)","Toulouse",950,2000-01-01,2006-02-05,2006-02-05,"le 5 février 2006 contre l'Écosse","le 5 février 2006 contre l'Écosse",0,"https://fr.wikipedia.org//wiki/Guillaume_Bouss%C3%A8s","Naissance	12 octobre 1981
à Toulouse (France)	","5 février 2006","5 février 2006",43.6044622,1.4442469
"Benjamin Boyet",5,"1979-08-08","Vienne (France)","Vienne",951,2000-01-01,2006-02-11,2008-07-05,"le 11 février 2006 contre l'Irlande","le 5 juillet 2008 contre l'Australie",11,"https://fr.wikipedia.org//wiki/Benjamin_Boyet","Naissance	8 août 1979
à Vienne (France)	","11 février 2006","5 juillet 2008",45.525587,4.874339
"David Attoub",4,"1981-06-07","Valence (France)","Valence",952,2000-01-01,2006-06-17,2012-06-23,"le 17 juin 2006 contre la Roumanie","le 23 juin 2012 contre l'Argentine",0,"https://fr.wikipedia.org//wiki/David_Attoub","Naissance	7 juin 1981
à Valence (France)	","17 juin 2006","23 juin 2012",44.9332277,4.8920811
"Thierry Dusautoir",80,"1981-11-18","Abidjan (Côte d'Ivoire)","Abidjan",953,2000-01-01,2006-06-17,2015-10-17,"le 17 juin 2006 contre la Roumanie","le 17 octobre 2015 contre la Nouvelle-Zélande",30,"https://fr.wikipedia.org//wiki/Thierry_Dusautoir","Naissance	18 novembre 1981
à Abidjan (Côte d'Ivoire)	","17 juin 2006","17 octobre 2015",5.320357,-4.016107
"Vincent Debaty",37,"1981-10-02","Woluwe-Saint-Lambert (Bruxelles) (Belgique)","Woluwe-Saint-Lambert",954,2000-01-01,2006-06-17,2015-10-17,"le 17 juin 2006 contre la Roumanie","le 17 octobre 2015 contre la Nouvelle-Zélande",5,"https://fr.wikipedia.org//wiki/Vincent_Debaty","Naissance	2 octobre 1981
à Woluwe-Saint-Lambert (Bruxelles) (Belgique)	","17 juin 2006","17 octobre 2015",50.8430448,4.4256732
"Loïc Jacquet",4,"1985-03-31","Saint-Doulchard (France)","Saint-Doulchard",955,2000-01-01,2006-11-18,2008-02-09,"le 18 novembre 2006 contre la Nouvelle-Zélande","le 9 février 2008 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Lo%C3%AFc_Jacquet","Naissance	31 mars 1985
à Saint-Doulchard (France)	","18 novembre 2006","9 février 2008",47.0999731,2.3729675
"Lionel Beauxis",24,"1985-10-24","Tarbes (France)","Tarbes",956,2000-01-01,2007-02-03,2018-03-17,"le 3 février 2007 contre l'Italie","le 17 mars 2018 contre le pays de Galles",128,"https://fr.wikipedia.org//wiki/Lionel_Beauxis","Naissance	24 octobre 1985
à Tarbes (France)	","3 février 2007","17 mars 2018",43.232858,0.0781021
"Benoît August",1,"1976-12-20","Mont-de-Marsan (France)","Mont-de-Marsan",957,2000-01-01,2007-02-24,2007-02-24,"le 24 février 2007 contre le pays de Galles","le 24 février 2007 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Beno%C3%AEt_August","Naissance	20 décembre 1976
à Mont-de-Marsan (France)	","24 février 2007","24 février 2007",43.8911318,-0.500972
"Jean-François Coux",2,"1980-12-23","Grenoble (France)","Grenoble",958,2000-01-01,2007-06-02,2007-06-09,"le 2 juin 2007 contre la Nouvelle-Zélande","le 9 juin 2007 contre la Nouvelle-Zélande",5,"https://fr.wikipedia.org//wiki/Jean-Fran%C3%A7ois_Coux","Naissance	23 décembre 1980
à Grenoble (France)	","2 juin 2007","9 juin 2007",45.1875602,5.7357819
"Nicolas Durand",2,"1982-10-04","Toulouse (France)","Toulouse",959,2000-01-01,2007-06-02,2007-06-09,"le 2 juin 2007 contre la Nouvelle-Zélande","le 9 juin 2007 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Nicolas_Durand","Naissance	4 octobre 1982
à Toulouse (France)	","2 juin 2007","9 juin 2007",43.6044622,1.4442469
"Grégory Le Corvec",1,"1977-03-04","Toulon (France)","Toulon",960,2000-01-01,2007-06-02,2007-06-02,"le 2 juin 2007 contre la Nouvelle-Zélande","le 2 juin 2007 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Gr%C3%A9gory_Le_Corvec","Naissance	4 mars 1977
à Toulon (France)	","2 juin 2007","2 juin 2007",43.1257311,5.9304919
"Arnaud Mignardi",2,"1986-11-01","Auch (France)","Auch",961,2000-01-01,2007-06-02,2007-06-09,"le 2 juin 2007 contre la Nouvelle-Zélande","le 9 juin 2007 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Arnaud_Mignardi","Naissance	1er novembre 1986
à Auch (France)	","2 juin 2007","9 juin 2007",43.6463558,0.5850507
"Julien Pierre",27,"1981-07-31","Rodez (France)","Rodez",962,2000-01-01,2007-06-02,2012-03-17,"le 2 juin 2007 contre la Nouvelle-Zélande","le 17 mars 2012 contre le pays de Galles",5,"https://fr.wikipedia.org//wiki/Julien_Pierre","Naissance	31 juillet 1981
à Rodez (France)	","2 juin 2007","17 mars 2012",44.3511408,2.5728493
"Benjamin Thiéry",4,"1984-06-02","Reims (France)","Reims",963,2000-01-01,2007-06-02,2008-07-05,"le 2 juin 2007 contre la Nouvelle-Zélande","le 5 juillet 2008 contre l'Australie",0,"https://fr.wikipedia.org//wiki/Benjamin_Thi%C3%A9ry","Naissance	2 juin 1984
à Reims (France)	","2 juin 2007","5 juillet 2008",49.2577886,4.031926
"Damien Chouly",46,"1985-11-27","Limoges (France)","Limoges",964,2000-01-01,2007-06-02,2017-03-18,"le 2 juin 2007 contre la Nouvelle-Zélande","le 18 mars 2017 contre le pays de Galles",10,"https://fr.wikipedia.org//wiki/Damien_Chouly","Naissance	27 novembre 1985
à Limoges (France)	","2 juin 2007","18 mars 2017",45.8354243,1.2644847
"Mickaël Forest",2,"1975-08-09","Chambéry (France)","Chambéry",965,2000-01-01,2007-06-02,2007-06-09,"le 2 juin 2007 contre la Nouvelle-Zélande","le 9 juin 2007 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Micka%C3%ABl_Forest","Naissance	9 août 1975
à Chambéry (France)	","2 juin 2007","9 juin 2007",45.5662672,5.9203636
"Nicolas Laharrague",2,"1981-10-30","Tarbes (France)","Tarbes",966,2000-01-01,2007-06-02,2007-06-09,"le 2 juin 2007 contre la Nouvelle-Zélande","le 9 juin 2007 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Nicolas_Laharrague","Naissance	30 octobre 1981
à Tarbes (France)	","2 juin 2007","9 juin 2007",43.232858,0.0781021
"Franck Montanella",1,"1982-03-26","Cannes (France)","Cannes",967,2000-01-01,2007-06-02,2007-06-02,"le 2 juin 2007 contre la Nouvelle-Zélande","le 2 juin 2007 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Franck_Montanella","Naissance	26 mars 1982
à Cannes (France)	","2 juin 2007","2 juin 2007",43.5515198,7.0134418
"Olivier Olibeau",2,"1977-04-13","Perpignan (France)","Perpignan",968,2000-01-01,2007-06-02,2007-06-09,"le 2 juin 2007 contre la Nouvelle-Zélande","le 9 juin 2007 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Olivier_Olibeau","Naissance	13 avril 1977
à Perpignan (France)	","2 juin 2007","9 juin 2007",42.6985304,2.8953121
"Lionel Mazars",2,"1984-06-26","Toulouse (France)","Toulouse",969,2000-01-01,2007-06-09,2010-06-26,"le 9 juin 2007 contre la Nouvelle-Zélande","le 26 juin 2010 contre l'Argentine",0,"https://fr.wikipedia.org//wiki/Lionel_Mazars","Naissance	26 juin 1984
à Toulouse (France)	","9 juin 2007","26 juin 2010",43.6044622,1.4442469
"Olivier Sourgens",1,"1972-01-17","Cenon (France)","Cenon",970,2000-01-01,2007-06-09,2007-06-09,"le 9 juin 2007 contre la Nouvelle-Zélande","le 9 juin 2007 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Olivier_Sourgens","Naissance	17 janvier 1972
à Cenon (France)	","9 juin 2007","9 juin 2007",44.8552882,-0.5239863
"Fulgence Ouedraogo",39,"1986-07-21","Ouagadougou (Burkina Faso)","Ouagadougou",971,2000-01-01,2007-06-09,2015-10-01,"le 9 juin 2007 contre la Nouvelle-Zélande","le 1er octobre 2015 contre le Canada",10,"https://fr.wikipedia.org//wiki/Fulgence_Ouedraogo","Naissance	21 juillet 1986
à Ouagadougou (Burkina Faso)	","9 juin 2007","1er octobre 2015",12.3681873,-1.5270944
"Julien Brugnaut",2,"1981-11-17","Lille (France)","Lille",972,2000-01-01,2008-02-03,2008-02-09,"le 3 février 2008 contre l'Écosse","le 9 février 2008 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Julien_Brugnaut","Naissance	17 novembre 1981
à Lille (France)	","3 février 2008","9 février 2008",50.6365654,3.0635282
"Lionel Faure",8,"1977-11-26","Montauban (France)","Montauban",973,2000-01-01,2008-02-03,2009-03-15,"le 3 février 2008 contre l'Écosse","le 15 mars 2009 contre l'Angleterre",0,"https://fr.wikipedia.org//wiki/Lionel_Faure","Naissance	26 novembre 1977
à Montauban (France)	","3 février 2008","15 mars 2009",44.0175835,1.3549991
"Julien Malzieu",20,"1983-05-04","Le Puy-en-Velay (France)","Le Puy-en-Velay",974,2000-01-01,2008-02-03,2012-03-11,"le 3 février 2008 contre l'Écosse","le 11 mars 2012 contre l'Angleterre",25,"https://fr.wikipedia.org//wiki/Julien_Malzieu","Naissance	4 mai 1983
à Le Puy-en-Velay (France)	","3 février 2008","11 mars 2012",45.0459739,3.8855537
"François Trinh-Duc",66,"1986-11-11","Montpellier (France)","Montpellier",975,2000-01-01,2008-02-03,2018-03-17,"le 3 février 2008 contre l'Écosse","le 17 mars 2018 contre le pays de Galles",93,"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Trinh-Duc","Naissance	11 novembre 1986
à Montpellier (France)	","3 février 2008","17 mars 2018",43.6112422,3.8767337
"Arnaud Méla",4,"1980-01-19","Saint-Gaudens (France)","Saint-Gaudens",976,2000-01-01,2008-02-03,2008-03-15,"le 3 février 2008 contre l'Écosse","le 15 mars 2008 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Arnaud_M%C3%A9la","Naissance	19 janvier 1980
à Saint-Gaudens (France)	","3 février 2008","15 mars 2008",43.1077682,0.7247218
"Morgan Parra",71,"1988-11-15","Metz (France)","Metz",977,2000-01-01,2008-02-03,2019-02-10,"le 3 février 2008 contre l'Écosse","le 10 février 2019 contre l'Angleterre",370,"https://fr.wikipedia.org//wiki/Morgan_Parra","Naissance	15 novembre 1988
à Metz (France)	","3 février 2008","10 février 2019",49.1196964,6.1763552
"Louis Picamoles",82,"1986-02-05","Paris (France)","Paris",978,2000-01-01,2008-02-09,2019-10-20,"le 9 février 2008 contre l'Irlande","le 20 octobre 2019 contre le pays de Galles",50,"https://fr.wikipedia.org//wiki/Louis_Picamoles","Naissance	5 février 1986
à Paris (France)	","9 février 2008","20 octobre 2019",48.8534951,2.3483915
"Anthony Floch",3,"1983-02-12","Clermont-Ferrand (France)","Clermont-Ferrand",979,2000-01-01,2008-02-23,2008-03-15,"le 23 février 2008 contre l'Angleterre","le 15 mars 2008 contre le pays de Galles",5,"https://fr.wikipedia.org//wiki/Anthony_Floch","Naissance	12 février 1983
à Clermont-Ferrand (France)	","23 février 2008","15 mars 2008",45.7774551,3.0819427
"Fabien Barcella",20,"1983-10-27","Agen (France)","Agen",980,2000-01-01,2008-03-09,2011-10-23,"le 9 mars 2008 contre l'Italie","le 23 octobre 2011 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Fabien_Barcella","Naissance	27 octobre 1983
à Agen (France)	","9 mars 2008","23 octobre 2011",44.2015827,0.6176112
"Yann David",4,"1988-04-15","Bourgoin-Jallieu (France)","Bourgoin-Jallieu",981,2000-01-01,2008-03-09,2009-11-28,"le 9 mars 2008 contre l'Italie","le 28 novembre 2009 contre la Nouvelle-Zélande",0,"https://fr.wikipedia.org//wiki/Yann_David","Naissance	15 avril 1988
à Bourgoin-Jallieu (France)	","9 mars 2008","28 novembre 2009",45.5872259,5.2828123
"Ibrahim Diarra",1,"1983-05-25","Savigny-sur-Orge (France)","Savigny-sur-Orge",982,2000-01-01,2008-03-09,2008-03-09,"le 9 mars 2008 contre l'Italie","le 9 mars 2008 contre l'Italie",0,"https://fr.wikipedia.org//wiki/Ibrahim_Diarra","Naissance	25 mai 1983
à Savigny-sur-Orge (France)	","9 mars 2008","9 mars 2008",48.6794572,2.3458417
"Guilhem Guirado",74,"1986-06-17","Céret (France)","Céret",983,2000-01-01,2008-03-09,2019-10-20,"le 9 mars 2008 contre l'Italie","le 20 octobre 2019 contre le pays de Galles",40,"https://fr.wikipedia.org//wiki/Guilhem_Guirado","Naissance	17 juin 1986
à Céret (France)	","9 mars 2008","20 octobre 2019",42.485804,2.7488069
"Julien Tomas",3,"1985-04-21","Montpellier (France)","Montpellier",984,2000-01-01,2008-03-09,2011-03-19,"le 9 mars 2008 contre l'Italie","le 19 mars 2011 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Julien_Tomas","Naissance	21 avril 1985
à Montpellier (France)	","9 mars 2008","19 mars 2011",43.6112422,3.8767337
"Benoît Lecouls",6,"1978-03-22","Agen (France)","Agen",985,2000-01-01,2008-06-28,2009-02-07,"le 28 juin 2008 contre l'Australie","le 7 février 2009 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Beno%C3%AEt_Lecouls","Naissance	22 mars 1978
à Agen (France)	","28 juin 2008","7 février 2009",44.2015827,0.6176112
"Alexis Palisson",21,"1987-09-09","Montauban (France)","Montauban",986,2000-01-01,2008-06-28,2012-03-17,"le 28 juin 2008 contre l'Australie","le 17 mars 2012 contre le pays de Galles",10,"https://fr.wikipedia.org//wiki/Alexis_Palisson","Naissance	9 septembre 1987
à Montauban (France)	","28 juin 2008","17 mars 2012",44.0175835,1.3549991
"Renaud Boyoud",3,"1980-05-07","Grenoble (France)","Grenoble",987,2000-01-01,2008-06-28,2009-02-14,"le 28 juin 2008 contre l'Australie","le 14 février 2009 contre l'Écosse",0,"https://fr.wikipedia.org//wiki/Renaud_Boyoud","Naissance	7 mai 1980
à Grenoble (France)	","28 juin 2008","14 février 2009",45.1875602,5.7357819
"David Janin",2,"1977-05-09","Tremblay-en-France (France)","Tremblay-en-France",988,2000-01-01,2008-06-28,2008-07-05,"le 28 juin 2008 contre l'Australie","le 5 juillet 2008 contre l'Australie",0,"https://fr.wikipedia.org//wiki/David_Janin","Naissance	9 mai 1977
à Tremblay-en-France (France)	","28 juin 2008","5 juillet 2008",48.9802035,2.5589558
"Benjamin Kayser",37,"1984-07-26","Paris (France)","Paris",989,2000-01-01,2008-06-28,2015-10-11,"le 28 juin 2008 contre l'Australie","le 11 octobre 2015 contre l'Irlande",10,"https://fr.wikipedia.org//wiki/Benjamin_Kayser","Naissance	26 juillet 1984
à Paris (France)	","28 juin 2008","11 octobre 2015",48.8534951,2.3483915
"Thibault Lacroix",2,"1985-05-14","Niort (France)","Niort",990,2000-01-01,2008-06-28,2008-07-05,"le 28 juin 2008 contre l'Australie","le 5 juillet 2008 contre l'Australie",0,"https://fr.wikipedia.org//wiki/Thibault_Lacroix","Naissance	14 mai 1985
à Niort (France)	","28 juin 2008","5 juillet 2008",46.3241132,-0.4649403
"Matthieu Lièvremont",2,"1975-11-06","Perpignan (France)","Perpignan",991,2000-01-01,2008-06-28,2008-07-05,"le 28 juin 2008 contre l'Australie","le 5 juillet 2008 contre l'Australie",0,"https://fr.wikipedia.org//wiki/Matthieu_Li%C3%A8vremont","Naissance	6 novembre 1975
à Perpignan (France)	","28 juin 2008","5 juillet 2008",42.6985304,2.8953121
"Sébastien Tillous-Borde",19,"1985-04-29","Oloron-Sainte-Marie (France)","Oloron-Sainte-Marie",992,2000-01-01,2008-06-28,2015-10-11,"le 28 juin 2008 contre l'Australie","le 11 octobre 2015 contre l'Irlande",15,"https://fr.wikipedia.org//wiki/S%C3%A9bastien_Tillous-Borde","Naissance	29 avril 1985
à Oloron-Sainte-Marie (France)	","28 juin 2008","11 octobre 2015",43.1922408,-0.6115586
"Pierre Corréia",1,"1983-12-04","Talence (France)","Talence",993,2000-01-01,2008-07-05,2008-07-05,"le 5 juillet 2008 contre l'Australie","le 5 juillet 2008 contre l'Australie",0,"https://fr.wikipedia.org//wiki/Pierre_Corr%C3%A9ia","Naissance	4 décembre 1983
à Talence (France)	","5 juillet 2008","5 juillet 2008",44.8088438,-0.5879629
"Maxime Mermoz",35,"1986-07-28","Épinal (France)","Épinal",994,2000-01-01,2008-07-05,2016-03-19,"le 5 juillet 2008 contre l'Australie","le 19 mars 2016 contre l'Angleterre",15,"https://fr.wikipedia.org//wiki/Maxime_Mermoz","Naissance	28 juillet 1986
à Épinal (France)	","5 juillet 2008","19 mars 2016",48.1747684,6.4503643
